sseqid	sseq_name
XM_039471464.1	PREDICTED: Saimiri boliviensis boliviensis La ribonucleoprotein 1, translational regulator (LARP1), transcript variant X3, mRNA
AL607035.12	Human DNA sequence from clone RP11-570G20 on chromosome 10, complete sequence
NG_076686.1	Fusicolla aquaeductuum 28S rRNA gene, partial sequence; from TYPE material
XM_008010101.2	PREDICTED: Chlorocebus sabaeus GABA type A receptor-associated protein (LOC103242281), mRNA
XM_015437003.2	PREDICTED: Macaca fascicularis talin 1 (TLN1), transcript variant X8, mRNA
XR_005610594.1	PREDICTED: Oreochromis aureus 28S ribosomal RNA (LOC120436772), rRNA
OL588238.1	Sphingobium yanoikuyae strain SWFU-SYC05 16S ribosomal RNA gene, partial sequence
XR_006699773.1	PREDICTED: Macaca fascicularis uncharacterized LOC123566768 (LOC123566768), transcript variant X33, ncRNA
CP065377.1	Faecalibacterium prausnitzii strain Fp77 chromosome, complete genome
AC002088.2	Homo sapiens BAC clone CTB-13P7 from 7p15-p21, complete sequence
JQ810384.1	Uncultured bacterium clone HlacAs_61 16S ribosomal RNA gene, partial sequence
AF185053.1	Symbiomonas scintillans strain RCC 25 18S ribosomal RNA gene, partial sequence
NG_008466.1	Homo sapiens PMS1 homolog 2, mismatch repair system component (PMS2), RefSeqGene (LRG_161) on chromosome 7
AF311454.1	Taeniopteryx burski 18S small subunit ribosomal RNA gene, partial sequence
JN567302.1	Uncultured Firmicutes bacterium clone DDS2UG09 16S ribosomal RNA gene, partial sequence
DQ839622.1	Nocardia sp. DCU21 16S ribosomal RNA gene, partial sequence; intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence
Z97832.11	Human DNA sequence from clone RP3-329A5 on chromosome 6p21.1-21.33, complete sequence
NR_026811.3	Homo sapiens GOLGA2 pseudogene 10 (GOLGA2P10), transcript variant 1, non-coding RNA
KF857177.1	Coniochaeta fodinicola strain YoF 18S ribosomal RNA gene, partial sequence
XM_037998001.1	PREDICTED: Chlorocebus sabaeus endosulfine alpha (ENSA), transcript variant X2, mRNA
XR_005167390.1	PREDICTED: Triticum dicoccoides 28S ribosomal RNA (LOC119346134), rRNA
OL825735.1	Leptospira interrogans strain Danilova 16S ribosomal RNA gene, partial sequence
AC239799.2	Homo sapiens BAC clone CH17-353B19 from chromosome 1, complete sequence
AK309311.1	Homo sapiens cDNA, FLJ99352
JQ611521.1	Pecten jacobaeus isolate 17 28S ribosomal RNA gene, partial sequence
AC197880.3	MACACA MULATTA BAC clone CH250-479C11 from chromosome 16, complete sequence
XR_006614497.1	PREDICTED: Hordeum vulgare subsp. vulgare 18S ribosomal RNA (LOC123414563), rRNA
CP006735.1	Thermosynechococcus sp. NK55 genome
MT365188.1	Penicillium alfredii strain CBS 138224 large subunit ribosomal RNA gene, partial sequence
XM_017530803.2	PREDICTED: Cebus imitator myristoylated alanine rich protein kinase C substrate (MARCKS), mRNA
JX188126.1	Cryptococcus magnus strain P45A003 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
OK632143.2	Trichophyton interdigitale isolate RES-BCL76 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
KF550925.1	Peltaster fructicola isolate 44.2a 18S ribosomal RNA gene, partial sequence
AC146026.2	Pan troglodytes BAC clone RP43-120F17 from chromosome 7, complete sequence
KJ877712.1	Uncultured Roseovarius sp. clone A14-A3 16S ribosomal RNA gene, partial sequence
KF683596.1	Rhabdopleura normani isolate H45.6 18S ribosomal RNA gene, partial sequence
AL034375.23	Human DNA sequence from clone RP3-523G1 on chromosome 6p22.3-24.1, complete sequence
AC245886.2	Homo sapiens BAC clone CH17-89H18 from chromosome 1, complete sequence
GU724758.1	Uncultured bacterium clone II 18 16S ribosomal RNA gene, partial sequence
MW471021.1	Selenastrum bibraianum strain CCAP 278/1 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
XM_037697088.1	PREDICTED: Nematolebias whitei translation initiation factor IF-2-like (LOC119429469), mRNA
AL133455.4	Human chromosome 14 DNA sequence BAC C-2538G10 of library CalTech-D from chromosome 14 of Homo sapiens (Human), complete sequence
FJ537325.1	Uncultured Prasinophyceae clone Biosope_T41.051 18S ribosomal RNA gene, partial sequence
XR_006695305.1	PREDICTED: Macaca fascicularis small nucleolar RNA SNORA61 (LOC123571135), ncRNA
BC107730.1	Homo sapiens cDNA clone IMAGE:4693773
KF540977.1	Homo sapiens isolate TAO14 mitochondrion, complete genome
HG995451.1	Homo Sapiens KIR haplotype, #3.2 cA01, isolate
OA985320.1	Homo sapiens lncRNA for PREDICTED lncRNA (TCONS_00014994)
NG_032911.2	Homo sapiens cytokine receptor like factor 3 (CRLF3), RefSeqGene (LRG_648) on chromosome 17
HG818419.1	Uncultured bacterium partial 16S rRNA gene, clone EBP1374
KC666033.1	Uncultured Glomus clone WDG33 18S ribosomal RNA gene, partial sequence
XM_045381568.1	PREDICTED: Macaca fascicularis MTSS I-BAR domain containing 2 (MTSS2), transcript variant X6, mRNA
XR_006166150.1	PREDICTED: Tyto alba 5S ribosomal RNA (LOC122154233), rRNA
BC107586.1	Homo sapiens methyltransferase like 2B, mRNA (cDNA clone MGC:104351 IMAGE:6494734), complete cds
XR_001487747.2	PREDICTED: Macaca fascicularis uncharacterized LOC107128478 (LOC107128478), ncRNA
AC254639.2	Homo sapiens FOSMID clone ABC12-46674300M3 from chromosome 22, complete sequence
XM_007451095.1	PREDICTED: Lipotes vexillifer heterogeneous nuclear ribonucleoprotein A3 (HNRNPA3), mRNA
HG005134.1	Stoeckeria algicida genomic DNA containing 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene, strain SAMS09
OU941918.1	uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus03213
AC183807.3	Pan troglodytes BAC clone CH251-65H22 from chromosome 9, complete sequence
XR_005045957.1	PREDICTED: Oncorhynchus mykiss 5S ribosomal RNA (LOC118956375), rRNA
MT934830.1	Clusia panapanari voucher Alencar, A.C. 180 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
NG_032099.1	Homo sapiens RNY3 pseudogene 2 (RNY3P2) on chromosome 13
NR_121970.1	Pseudomonas monteilii strain SB3078 23S ribosomal RNA gene, complete sequence
AC128715.5	Homo sapiens 3 BAC RP11-727B20 (Roswell Park Cancer Institute Human BAC Library) complete sequence
AB749056.1	Uncultured chrysophyte gene for 18S ribosomal RNA, partial sequence, clone: Cn-St.6-7
OL742670.1	Azospirillum sp. strain HNIBRBA272 16S ribosomal RNA gene, partial sequence
NM_014929.4	Homo sapiens FAST kinase domains 2 (FASTKD2), transcript variant 3, mRNA; nuclear gene for mitochondrial product
AC006359.3	Homo sapiens clone DJ1135M02, complete sequence
KF098232.1	Uncultured bacterium clone ncd1430c04c1 16S ribosomal RNA gene, partial sequence
CU633904.6	Human DNA sequence from clone CH507-254M2 on chromosome 21, complete sequence
OA989282.1	Homo sapiens lncRNA for PREDICTED lncRNA (TCONS_00265549)
NG_028911.1	Homo sapiens follistatin (FST), RefSeqGene on chromosome 5
KJ615281.1	Uncultured bacterium clone A6B_30 16S ribosomal RNA gene, partial sequence
OA986698.1	Homo sapiens lncRNA for PREDICTED lncRNA (TCONS_00105887)
KC684375.1	Polytremis suprema voucher 121124052 18S ribosomal RNA gene, partial sequence
KF070093.1	Uncultured bacterium clone nbw1187c03c1 16S ribosomal RNA gene, partial sequence
AC234917.3	Homo sapiens FOSMID clone ABC12-46663800M24 from chromosome unknown, complete sequence
AC099544.2	Homo sapiens chromosome 3 clone RP11-600G19, complete sequence
AC140481.3	Homo sapiens BAC clone RP11-1216L17 from 2, complete sequence
HG977197.1	Bartonella schoenbuchensis genomic scaffold, strain MVT06, scaffold 5
CP082859.1	Gordonia bronchialis strain FDAARGOS_1476 chromosome, complete genome
XR_005830818.1	PREDICTED: Falco naumanni 28S ribosomal RNA (LOC121097173), rRNA
AY244365.1	Neorhizobium galegae strain USDA 4128 23S ribosomal RNA gene, partial sequence
KJ129625.1	Astyanax paranae voucher LBP13340 18S ribosomal RNA gene, partial sequence
AC146247.3	Pan troglodytes BAC clone RP43-27N23 from chromosome 7, complete sequence
GU772096.1	Uncultured bacterium clone F776O8Q01BIH96 16S ribosomal RNA gene, partial sequence
KJ707332.1	Uncultured bacterium clone QKAB2ZC061 16S ribosomal RNA gene, partial sequence
HQ448695.1	Synthetic construct Homo sapiens clone IMAGE:100072139; CCSB008002_03 phosducin-like 3 (PDCL3) gene, encodes complete protein
NM_001102213.1	Bos taurus actin related protein 2 (ACTR2), mRNA
XM_045448736.1	PREDICTED: Leopardus geoffroyi chromodomain helicase DNA binding protein 2 (CHD2), transcript variant X5, mRNA
XR_005587031.1	PREDICTED: Mauremys reevesii 28S ribosomal RNA (LOC120376113), rRNA
NM_206839.3	Homo sapiens mortality factor 4 like 1 (MORF4L1), transcript variant 2, mRNA
AK291910.1	Homo sapiens cDNA FLJ75751 complete cds, highly similar to Homo sapiens eukaryotic translation elongation factor 1 beta 2 (EEF1B2), transcript variant 1, mRNA
XR_006377304.1	PREDICTED: Siniperca chuatsi 5S ribosomal RNA (LOC122872802), rRNA
XR_001487778.2	PREDICTED: Macaca fascicularis uncharacterized LOC107128496 (LOC107128496), misc_RNA
XR_005187833.1	PREDICTED: Nematolebias whitei 28S ribosomal RNA (LOC119429752), rRNA
XR_005581873.1	PREDICTED: Saimiri boliviensis boliviensis U1 spliceosomal RNA (LOC120367496), ncRNA
OU349838.1	Escherichia coli strain B185 / O148:H10 / fimH562 / 3577 (ST Warwick) genome assembly, chromosome: 1
AC200430.3	Pongo abelii BAC clone CH276-43P12 from chromosome 22, complete sequence
XR_005577318.1	PREDICTED: Saimiri boliviensis boliviensis small nucleolar RNA SNORA5 (LOC120360936), ncRNA
HG992987.1	Pyrenophora teres f. teres isolate W1-1 genome assembly, chromosome: 11
AY049851.1	Rhinobatos productus 28S ribosomal RNA gene, partial sequence
XM_045385894.1	PREDICTED: Macaca fascicularis TATA element modulatory factor 1 (TMF1), transcript variant X4, mRNA
XR_005882294.1	PREDICTED: Ochotona curzoniae U1 spliceosomal RNA (LOC121146922), ncRNA
JX512444.1	Homo sapiens growth factor receptor-bound protein 2 (GRB2) gene, complete cds
AC098479.2	Homo sapiens chromosome 3 clone RP11-80H18, complete sequence
XM_037499091.1	PREDICTED: Talpa occidentalis cytochrome c-like (LOC119235620), mRNA
KF787065.1	Uncultured Planctomycetaceae bacterium clone S2-10-026 16S ribosomal RNA gene, partial sequence
GQ106033.1	Uncultured bacterium clone nbw531f05c1 16S ribosomal RNA gene, partial sequence
BC036370.2	Homo sapiens heat shock protein 70kDa family, member 13, mRNA (cDNA clone MGC:26248 IMAGE:4837136), complete cds
XM_035286342.1	PREDICTED: Callithrix jacchus protocadherin alpha-C2 (LOC100398424), transcript variant X20, mRNA
AL133541.21	Human DNA sequence from clone RP1-126E20 on chromosome 6, complete sequence
KJ154766.1	Homo sapiens isolate RA35 mitochondrion, complete genome
KC998354.1	Uncultured organism clone PN09-051 photosystem II D1 protein (psbA) gene, partial cds
JQ693509.1	Megalospora gompholoma subsp. fuscolineata voucher Kantvilas 582/03 (F) small subunit ribosomal RNA gene, partial sequence; mitochondrial
AC210915.3	Pan troglodytes BAC clone CH251-703K20 from chromosome 7, complete sequence
CP085525.1	Sinorhizobium meliloti strain L6-AK89 chromosome, complete genome
NR_103720.1	Homo sapiens STAG3 cohesin complex component like 5, pseudogene (STAG3L5P), non-coding RNA
XR_006608675.1	PREDICTED: Mustela putorius furo 5S ribosomal RNA (LOC123393867), rRNA
CP087110.1	Escherichia coli strain PJ-T13 chromosome, complete genome
XM_017540116.2	PREDICTED: Cebus imitator collagen type I alpha 1 chain (COL1A1), transcript variant X1, mRNA
LK018106.1	TPA: Streptococcus thermophilus CNRZ1066 tRNA-Asp-GTC-1-1 gene
XM_003929272.3	PREDICTED: Saimiri boliviensis boliviensis zinc finger protein 287 (ZNF287), transcript variant X1, mRNA
JQ967308.1	Paraphysomonas sp. 8 JMS-2012 18S ribosomal RNA gene, partial sequence
NM_001172655.1	Homo sapiens zinc finger protein 701 (ZNF701), transcript variant 1, mRNA
OL757766.1	Acinetobacter calcoaceticus strain LG-H2 16S ribosomal RNA gene, partial sequence
KJ600962.1	Uncultured bacterium clone 60B 16S ribosomal RNA gene, partial sequence
HM363211.1	Uncultured bacterium clone freshwater_ozone_G8 16S ribosomal RNA gene, partial sequence
JQ214506.1	Uncultured bacterium clone DolOr_72763 16S ribosomal RNA gene, partial sequence
CP000747.1	Phenylobacterium zucineum HLK1, complete genome
FJ002348.1	Bradyrhizobium sp. STM3378 16S-23S ribosomal RNA intergenic spacer, partial sequence
XM_002145105.1	Talaromyces marneffei ATCC 18224 cell division control protein Cdc48 (PMAA_034270), partial mRNA
XM_005573470.3	PREDICTED: Macaca fascicularis dynein cytoplasmic 1 intermediate chain 2 (DYNC1I2), transcript variant X15, mRNA
JX222654.1	Uncultured bacterium clone EMIRGE_OTU_s3t2d_454 16S ribosomal RNA gene, partial sequence
XR_005974400.1	PREDICTED: Microtus oregoni 5S ribosomal RNA (LOC121448929), rRNA
LR880662.1	Poecilia reticulata genome assembly, chromosome: 18
CP048266.1	Apibacter sp. ESL0432 chromosome, complete genome
XM_005563319.3	PREDICTED: Macaca fascicularis transcription elongation factor A1 (TCEA1), transcript variant X2, mRNA
NG_032930.1	Homo sapiens protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) (POMGNT2), RefSeqGene (LRG_706) on chromosome 3
AC147316.4	Pan troglodytes BAC clone RP43-49H2 from chromosome 7, complete sequence
XR_005652421.1	PREDICTED: Pteropus giganteus 5S ribosomal RNA (LOC120601333), rRNA
AF236798.1	Cephalodiscus gracilis 18S ribosomal RNA gene, complete sequence
XM_004048627.1	PREDICTED: Gorilla gorilla gorilla angiopoietin like 2 (ANGPTL2), mRNA
KJ905429.1	Synthetic construct Homo sapiens clone ccsbBroadEn_15006 NPIPL3-like gene, encodes complete protein
AC092024.2	Homo sapiens chromosome 3 clone RP11-48E16, complete sequence
KJ418116.1	Gloniopsis sp. MFLUCC 12-0010 18S ribosomal RNA gene, partial sequence
MW293727.1	Colacogloea effusa voucher Heilmann-Clausen 09-304 large subunit ribosomal RNA gene, partial sequence
NG_033110.1	Homo sapiens calumenin (CALU), RefSeqGene on chromosome 7
KJ901011.1	Synthetic construct Homo sapiens clone ccsbBroadEn_10405 LOC727751 gene, encodes complete protein
AY049854.1	Scyliorhinus torazame internal transcribed spacer 2, and 28S ribosomal RNA gene, partial sequence
MT300212.1	Macaca fascicularis isolate A11240_SP6439_SP6439 mitochondrion, partial genome
FJ992075.1	Uncultured eukaryote clone E88AHAQ02FRFCK 18S ribosomal RNA gene, partial sequence
AC237677.1	Homo sapiens BAC clone RP11-199K19 from chromosome unknown, complete sequence
AC005166.1	Homo sapiens PAC clone RP5-905M6 from 7, complete sequence
NR_121919.1	Mycoplasma hyopneumoniae strain J 23S ribosomal RNA gene, complete sequence
AY651088.1	Spumella-like flagellate JBNZ39 18S ribosomal RNA gene, partial sequence
JQ000122.1	Neottialges vitzthumi voucher UMMZ BMOC 05-1003-005 AD539 18S ribosomal RNA gene, partial sequence
AB061848.1	Homo sapiens RPL5 gene for ribosomal protein L5, exons 7 and 8 and partial cds
GU774945.1	Uncultured bacterium clone F776O8Q01BATA0 16S ribosomal RNA gene, partial sequence
KC111444.1	Debaryomyces hansenii strain JEY420 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
M26098.1	Brewer's yeast His-tRNA-2
NG_033998.1	Homo sapiens supervillin (SVIL), RefSeqGene on chromosome 10
JN940563.1	Elsinoe verbenae strain CPC 18563 18S ribosomal RNA (SSU) gene, partial sequence
CP065713.1	Sphingomonas paucimobilis strain FDAARGOS_881 chromosome, complete genome
XM_044237272.1	PREDICTED: Neovison vison regulator of chromosome condensation 2 (RCC2), transcript variant X2, mRNA
AK304223.1	Homo sapiens cDNA FLJ54237 complete cds, highly similar to Nucleoporin 50 kDa
OL757785.1	Ensifer adhaerens strain WD-Z1 16S ribosomal RNA gene, partial sequence
AY296059.1	Homo sapiens BCL9-2 mRNA, complete cds
XM_037801749.1	PREDICTED: Choloepus didactylus heterogeneous nuclear ribonucleoprotein A3-like (LOC119508196), transcript variant X1, mRNA
AB527843.1	Synthetic construct DNA, clone: pF1KB8492, Homo sapiens EEF2 gene for eukaryotic translation elongation factor 2, without stop codon, in Flexi system
JQ088178.1	Synedra acus chloroplast, complete genome
XM_045375879.1	PREDICTED: Macaca fascicularis N-ethylmaleimide sensitive factor, vesicle fusing ATPase (NSF), transcript variant X1, mRNA
AK300040.1	Homo sapiens cDNA FLJ54878 complete cds, highly similar to Serine/threonine-protein kinase SMG1 (EC 2.7.11.1)
HM107204.1	Rhizobiales bacterium CCBAU 45351 16S-23S ribosomal RNA intergenic spacer and 23S ribosomal RNA gene, partial sequence
AC280073.1	Homo sapiens chromosome unknown clone VMRC66-517E07, complete sequence
AJ231186.1	Planctomyces sp. (strain 248) 16S rRNA gene, partial
NM_001398492.1	Homo sapiens zinc finger protein 382 (ZNF382), transcript variant 5, mRNA
GU926307.1	Uncultured bacterium clone F5K2Q4C04H5YRG 23S ribosomal RNA gene, partial sequence
FJ172897.1	Uncultured fungus clone RF023 18S ribosomal RNA gene gene, partial sequence
M68867.1	Human cellular retinoic acid-binding protein II (CRABP) mRNA, complete cds
BC022344.1	Homo sapiens twinfilin, actin-binding protein, homolog 1 (Drosophila), mRNA (cDNA clone MGC:23788 IMAGE:4249251), complete cds
XM_043260074.1	PREDICTED: Puntigrus tetrazona transmembrane protein 67 (tmem67), transcript variant X6, mRNA
XR_005656600.1	PREDICTED: Pteropus giganteus 5S ribosomal RNA (LOC120616421), rRNA
OA985321.1	Homo sapiens lncRNA for PREDICTED lncRNA (TCONS_00014995)
AL353722.8	Human DNA sequence from clone RP11-343D22 on chromosome 10, complete sequence
NM_001248008.1	Homo sapiens SKI like proto-oncogene (SKIL), transcript variant 4, mRNA
AC109780.7	Homo sapiens 3 BAC RP11-795A2 (Roswell Park Cancer Institute Human BAC Library) complete sequence
CP060299.1	Anthracocystis panici-leucophaei strain SPL10 chromosome 1
HM331007.1	Uncultured bacterium clone ncd960b04c1 16S ribosomal RNA gene, partial sequence
AC279830.1	Pongo abelii chromosome unknown clone CH276-177O16, complete sequence
KF827210.1	Uncultured beta proteobacterium clone O-5-19 16S ribosomal RNA gene, partial sequence
XR_006349907.1	PREDICTED: Manihot esculenta 28S ribosomal RNA (LOC122723032), rRNA
BT132544.1	Oryza sativa clone RRlibB00557 mRNA sequence
MW878713.1	Uncultured bacterium clone A927 16S ribosomal RNA gene, partial sequence
AC005280.5	Homo sapiens PAC clone RP1-240K6 from chromosome 14, complete sequence
NG_033996.1	Homo sapiens olfactory receptor family 6 subfamily K member 3 (OR6K3), RefSeqGene on chromosome 1
EU105173.1	Arthrosaura kockii isolate AK 28S ribosomal RNA gene, partial sequence
AL353748.13	Human DNA sequence from clone RP11-317B17 on chromosome 9, complete sequence
CP086067.1	Stutzerimonas chloritidismutans strain 6L11 chromosome, complete genome
KF248237.1	Uncultured Propionibacterium sp. clone AWE3B 16S ribosomal RNA gene, partial sequence
KJ509601.1	Ganoderma lucidum isolate Glu1 28S ribosomal RNA gene, partial sequence; 28S-5S ribosomal RNA intergenic spacer, complete sequence; and 5S ribosomal RNA gene, partial sequence
XM_005596019.3	PREDICTED: Macaca fascicularis myosin light chain 6 (MYL6), mRNA
AC019164.9	Homo sapiens BAC clone RP11-146J19 from 2, complete sequence
D84014.1	Pseudomonas fragi 16S rRNA gene, complete sequence
XM_004655116.2	PREDICTED: Jaculus jaculus DEAD-box helicase 5 (Ddx5), transcript variant X3, mRNA
XR_004935280.1	PREDICTED: Mus musculus 5S ribosomal RNA (n-R5s114), rRNA
CP065725.1	Oligella ureolytica strain FDAARGOS_872 chromosome, complete genome
KF182495.1	Pagurus brevidactylus voucher KC4776/ULLZ7065 18S ribosomal RNA gene, partial sequence
JX864324.1	Uncultured bacterium clone BF2010_May_5m_A10 16S ribosomal RNA gene, partial sequence
AC010615.9	Homo sapiens chromosome 19 clone CTD-2561J22, complete sequence
AB620069.1	Slimacomyces isiola gene for 18S ribosomal RNA, partial sequence, strain: P10433
EF024279.1	Oxytrichidae environmental sample clone Elev_18S_666 18S ribosomal RNA gene, partial sequence
FJ410380.1	Moraxella catarrhalis KCCM:40056 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence
AL136163.15	Human DNA sequence from clone RP1-185N19 on chromosome 6q22.1-22.33, complete sequence
GU926863.1	Uncultured bacterium clone F5K2Q4C04IS4DS 23S ribosomal RNA gene, partial sequence
CR749666.1	Homo sapiens mRNA; cDNA DKFZp686O13149 (from clone DKFZp686O13149)
NR_121943.1	Cycloclasticus zancles strain 7-ME 23S ribosomal RNA gene, complete sequence
XR_006694276.1	PREDICTED: Macaca fascicularis BCL2 associated X, apoptosis regulator (BAX), transcript variant X1, misc_RNA
AC239821.1	Homo sapiens FOSMID clone WI2-2864M24 from chromosome 21, complete sequence
EU255878.1	Uncultured bacterium isolate DGGE gel band 1(65) 16S ribosomal RNA gene, partial sequence
AK095958.1	Homo sapiens cDNA FLJ38639 fis, clone HHDPC2003439
CP060160.1	Staphylococcus lugdunensis strain MBAZ2 chromosome, complete genome
NR_075346.1	Thiobacillus denitrificans ATCC 25259 strain ATCC 25259 5S ribosomal RNA, complete sequence
AC107398.4	Homo sapiens BAC clone RP11-731J8 from 4, complete sequence
KJ565827.1	Letharia sp. SA-2008b voucher WP6 28S-18S ribosomal RNA intergenic spacer, partial sequence
MZ325504.1	Mammuthus primigenius voucher UAM:UAMES 29496 mitochondrion, complete genome
XR_006605041.1	PREDICTED: Mustela putorius furo U1 spliceosomal RNA (LOC123390443), ncRNA
AC006050.2	Homo sapiens chromosome 17, clone RP11-268F2, complete sequence
AY526322.1	Homo sapiens dopa decarboxylase (aromatic L-amino acid decarboxylase) (DDC) gene, complete cds
LR978189.1	uncultured Betaproteobacteria partial 16S rRNA gene
HG525176.1	TPA: Polaromonas naphthalenivorans CJ2 tmRNA gene Polar_napht_CJ2
XR_006359003.1	PREDICTED: Solea senegalensis 5S ribosomal RNA (LOC122763292), rRNA
AF417686.1	Thalassionema frauenfeldii strain CCMP1798 large subunit ribosomal RNA gene, partial sequence
MT708025.1	Polionemobius taprobanensis isolate 205 small subunit ribosomal RNA gene, partial sequence
MZ286334.1	Ostracion whitleyi voucher USNM:FISH:411029 small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
AC000041.2	Homo sapiens Chromosome 22q12 Cosmid Clone p42h1, complete sequence
DQ086713.1	Cryptomonas paramecium isolate CHILOPAR large subunit ribosomal RNA gene, partial sequence
AY550243.1	Amanita bisporigera intergenic spacer 2, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 28S ribosomal RNA gene, complete sequence; and intergenic spacer 1, partial sequence
LR971590.1	uncultured Gammaproteobacteria partial 16S rRNA gene
LK013177.1	TPA: Pseudomonas entomophila L48 tRNA-Ser-CGA-1-1 gene
AL139383.14	Human DNA sequence from clone RP11-87G1 on chromosome 13q12.2-13.2, complete sequence
NG_023276.2	Homo sapiens NIP7 pseudogene 1 (NIP7P1) on chromosome 10
KF650416.1	Uncultured bacterium clone BYL38-53 16S ribosomal RNA gene, partial sequence
XM_038202776.1	PREDICTED: Patiria miniata very long-chain acyl-CoA synthetase-like (LOC119729985), mRNA
GU641082.1	Uncultured bacterium clone RW5738 16S ribosomal RNA gene, partial sequence
XM_045375318.1	PREDICTED: Macaca fascicularis Golgi apparatus membrane protein TVP23 homolog B (LOC102138187), transcript variant X9, mRNA
AC240234.3	Homo sapiens FOSMID clone ABC18-1270I11 from chromosome 7, complete sequence
AL358780.22	Human DNA sequence from clone RP11-418C1 on chromosome 10, complete sequence
AB590149.1	Synthetic construct DNA, clone: pFN21AB5784, Homo sapiens DAB2 gene for disabled homolog 2, mitogen-responsive phosphoprotein, without stop codon, in Flexi system
OU696667.1	Ancistrocerus nigricornis genome assembly, chromosome: 4
JN141971.1	Uncultured eukaryote clone CRDL-356 18S ribosomal RNA gene, partial sequence
XR_005647703.1	PREDICTED: Pteropus giganteus 5S ribosomal RNA (LOC120583014), rRNA
GQ114446.1	Uncultured bacterium clone nbw637h04c1 16S ribosomal RNA gene, partial sequence
CP071563.1	Sus scrofa scrofa breed NS chromosome 12
AC226525.2	Homo sapiens FOSMID clone ABC14-1111222I16 from chromosome unknown, complete sequence
CP066291.1	Achromobacter xylosoxidans strain FDAARGOS_984 chromosome
NR_076511.1	Psychrobacter sp. PRwf-1 strain PRwf-1 23S ribosomal RNA, complete sequence
GQ123028.1	Uncultured bacterium clone M14.011 16S ribosomal RNA gene, partial sequence
JQ311584.1	Uncultured soil fungus clone OTU97-782 28S ribosomal RNA gene, partial sequence
KJ904298.1	Synthetic construct Homo sapiens clone ccsbBroadEn_13692 TBC1D3P2 gene, encodes complete protein
AC205857.3	Pongo abelii BAC clone CH276-462C5 from chromosome 5, complete sequence
XR_006637324.1	PREDICTED: Jaculus jaculus 5S ribosomal RNA (LOC123460979), rRNA
JX133657.1	Uncultured bacterium clone WB101 16S ribosomal RNA gene, partial sequence
OL704819.1	Rhopalostroma angolense strain Rhb large subunit ribosomal RNA gene, partial sequence
AK057359.1	Homo sapiens cDNA FLJ32797 fis, clone TESTI2002467
XR_006094719.1	PREDICTED: Thunnus maccoyii 5S ribosomal RNA (LOC121892752), rRNA
XM_037987912.1	PREDICTED: Chlorocebus sabaeus coiled-coil domain-containing protein 144B (LOC103242436), mRNA
XM_045188227.1	PREDICTED: Desmodus rotundus ribosomal protein L10 (RPL10), transcript variant X1, mRNA
LK937696.1	Coxiella burnetii Z3055 complete genome
XR_006162319.1	PREDICTED: Cyprinus carpio 5S ribosomal RNA (LOC122148374), rRNA
XM_044938865.1	PREDICTED: Bubalus bubalis N-ethylmaleimide sensitive factor, vesicle fusing ATPase (NSF), transcript variant X2, mRNA
XM_045388362.1	PREDICTED: Macaca fascicularis G protein subunit beta 1 (GNB1), transcript variant X6, mRNA
AC073995.6	Homo sapiens BAC clone RP11-780I14 from 2, complete sequence
XM_015449513.2	PREDICTED: Macaca fascicularis TEA domain transcription factor 3 (TEAD3), transcript variant X4, mRNA
JN662346.1	Aspergillus terreus isolate BAB-349 large subunit ribosomal RNA gene, partial sequence
NG_033406.1	Homo sapiens RNA, 5S ribosomal pseudogene 506 (RNA5SP506) on chromosome X
MZ503669.1	Scolecobasidium constrictum strain GUCC 18257 small subunit ribosomal RNA gene, partial sequence
GU639942.1	Uncultured bacterium clone RW4598 16S ribosomal RNA gene, partial sequence
KF101708.1	Uncultured bacterium clone ncd2653g05c1 16S ribosomal RNA gene, partial sequence
NR_076140.1	Rothia dentocariosa strain ATCC 17931 23S ribosomal RNA gene, complete sequence
