sseqid	sseq_name
WP_217471819.1	hypothetical protein [Staphylococcus aureus]
XP_027989995.1	ataxin-2-like protein isoform X21 [Eptesicus fuscus]
XP_033077390.1	kinesin heavy chain [Trachypithecus francoisi]
XP_023618197.1	protein FAM219A isoform X10 [Myotis lucifugus]
BAB14923.1	unnamed protein product [Homo sapiens]
VTJ68440.1	Hypothetical predicted protein [Marmota monax]
WP_223124352.1	cbb3-type cytochrome c oxidase subunit I, partial [Salmonella sp. S075_02071]
KAI2592861.1	zinc finger protein 28 [Homo sapiens]
BAG37640.1	unnamed protein product [Homo sapiens]
ELK24455.1	Transportin-3 [Myotis davidii]
EAW86549.1	hCG2039130 [Homo sapiens]
KAH0512808.1	N-alpha-acetyltransferase 50 [Microtus ochrogaster]
AAB36788.1	zinc finger protein 5, partial [Rattus norvegicus]
KAI2593401.1	ZFP28 zinc finger protein, partial [Homo sapiens]
PNJ08561.1	LMAN2L isoform 5 [Pongo abelii]
EDM13275.1	rCG21591, isoform CRA_b [Rattus norvegicus]
XP_011829713.1	PREDICTED: echinoderm microtubule-associated protein-like 5 [Mandrillus leucophaeus]
EHH57458.1	hypothetical protein EGM_07085, partial [Macaca fascicularis]
KAI4548599.1	hypothetical protein MG293_000929 [Ovis ammon polii]
KRZ01856.1	hypothetical protein T11_7260 [Trichinella zimbabwensis]
AGL08020.1	17-beta-hydroxysteroid dehydrogenase type 6 variant 2 [Homo sapiens]
MXQ80143.1	No_Species
XP_032016446.1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 isoform X2 [Hylobates moloch]
XP_047290992.1	uncharacterized protein LOC124903762 [Homo sapiens]
CAH89970.1	hypothetical protein, partial [Pongo abelii]
XP_024206942.1	LOW QUALITY PROTEIN: cytochrome P450 2A3-like [Pan troglodytes]
ABB18748.1	TCP1, partial [Felis catus]
XP_045640243.1	basic proline-rich protein-like [Ursus americanus]
XP_010130340.1	PREDICTED: ERI1 exoribonuclease 3, partial [Buceros rhinoceros silvestris]
KAI2588083.1	protein tyrosine phosphatase receptor type S, partial [Homo sapiens]
WP_217468962.1	hypothetical protein [Staphylococcus aureus]
AAH51798.1	TAOK2 protein, partial [Homo sapiens]
KAF6456420.1	homeobox B9 [Rousettus aegyptiacus]
PNI28868.1	STRN4 isoform 7, partial [Pan troglodytes]
MBW00303.1	No_Species
PNI81875.1	TRIM8 isoform 4, partial [Pan troglodytes]
PNI89674.1	BRI3 isoform 3 [Pan troglodytes]
EAW72465.1	zinc finger protein 28 homolog (mouse), isoform CRA_c [Homo sapiens]
PNJ41744.1	C19orf48 isoform 16 [Pongo abelii]
XP_023593085.1	multifunctional protein ADE2 isoform X3 [Trichechus manatus latirostris]
XP_012592313.1	chordin isoform X3 [Microcebus murinus]
KAG4081605.1	hypothetical protein H8356DRAFT_1758429 [Neocallimastix sp. JGI-2020a]
YP_009329619.1	Kelch repeat and BTB domain-containing protein A55 [BeAn 58058 virus]
XP_010118079.1	PREDICTED: methyltransferase-like protein 16, partial [Chlamydotis macqueenii]
XP_012584040.1	PREDICTED: pyruvate kinase PKM isoform X1 [Condylura cristata]
SDA03637.1	BZ3500_MvSof-1268-A1-R1_C138g00741 [Microbotryum saponariae]
PKA46000.1	hypothetical protein AXF42_Ash019761 [Apostasia shenzhenica]
XP_008969790.1	baculoviral IAP repeat-containing protein 5 isoform X2 [Pan paniscus]
EHH64004.1	hypothetical protein EGM_17106, partial [Macaca fascicularis]
GFR39581.1	hypothetical protein PRECH8_28770 [Insulambacter thermoxylanivorax]
XP_006860616.1	PREDICTED: zinc finger and BTB domain-containing protein 9 [Chrysochloris asiatica]
AAC51277.1	p40 [Homo sapiens]
AAY98906.1	phosphoglycerate mutase, partial [Oreochromis niloticus]
NP_001335068.1	cyclin-I isoform g [Homo sapiens]
7APK_A	Chain A, THO complex subunit 1
ABD14418.1	eukaryotic translation elongation factor 1 gamma, partial [Homo sapiens]
RMC05215.1	hypothetical protein DUI87_18399 [Hirundo rustica rustica]
XP_030780903.1	polycystin-1 isoform X1 [Rhinopithecus roxellana]
3N00_A	Chain A, Rev-erbA-alpha
CAF5081603.1	unnamed protein product, partial [Rotaria socialis]
TFJ94981.1	cobalamin (vitamin B12) biosynthesis protein P47K [Platysternon megacephalum]
ADR00342.1	beta-actin, partial [Bos grunniens]
XP_035143225.1	striatin-4 isoform X2 [Callithrix jacchus]
AAW63407.1	tRNA isopentenylpyrophosphate transferase isoform 7 [Homo sapiens]
NXG49087.1	No_Species
WP_252493803.1	50S ribosomal protein L3, partial [Escherichia coli]
XP_021021939.1	L-lactate dehydrogenase A chain-like [Mus caroli]
BAD92119.1	chaperonin containing TCP1, subunit 3 (gamma) variant, partial [Homo sapiens]
EFX61171.1	hypothetical protein DAPPUDRAFT_9726, partial [Daphnia pulex]
XP_003366500.1	conserved hypothetical protein [Trichinella spiralis]
XP_030093477.1	basic proline-rich protein-like [Serinus canaria]
XP_009480178.1	PREDICTED: ERI1 exoribonuclease 3, partial [Pelecanus crispus]
XP_031523777.1	echinoderm microtubule-associated protein-like 5 isoform X1 [Papio anubis]
ELV10270.1	Bleomycin hydrolase [Tupaia chinensis]
SJL88399.1	unnamed protein product, partial [Vector pEBSV1cat]
BAE38360.1	unnamed protein product, partial [Mus musculus]
XP_005573847.2	SOSS complex subunit B2 isoform X2 [Macaca fascicularis]
KTG35709.1	hypothetical protein cypCar_00000096, partial [Cyprinus carpio]
BAG61726.1	unnamed protein product [Homo sapiens]
XP_004608742.1	PREDICTED: tumor necrosis factor receptor superfamily member 16 [Sorex araneus]
XP_047293225.1	uncharacterized protein LOC124904176 [Homo sapiens]
XP_047396218.1	apoptosis-resistant E3 ubiquitin protein ligase 1 isoform X1 [Sciurus carolinensis]
BAF82272.1	unnamed protein product [Homo sapiens]
KAI2566610.1	kinesin family member 5A [Homo sapiens]
AAQ13510.1	MSTP008 [Homo sapiens]
KAF0880647.1	SSU72 phosphatase, partial [Crocuta crocuta]
ELK05470.1	CTD small phosphatase-like protein 2 [Pteropus alecto]
XP_020013687.1	soluble calcium-activated nucleotidase 1 isoform X1 [Castor canadensis]
KAG8236814.1	hypothetical protein J437_LFUL014080, partial [Ladona fulva]
DAA15281.1	TPA: hypothetical protein BOS_23225 [Bos taurus]
KAF6499381.1	cyclin I [Molossus molossus]
KAB0393783.1	hypothetical protein E2I00_004975, partial [Balaenoptera physalus]
EAW95695.1	hCG2040151, partial [Homo sapiens]
XP_008563120.1	PREDICTED: egl nine homolog 1, partial [Galeopterus variegatus]
XP_039351950.1	zinc finger protein 883-like, partial [Mauremys reevesii]
XP_034798178.1	lethal(2) giant larvae protein homolog 1 isoform X1 [Pan paniscus]
EGV92764.1	Elongation factor 1-gamma [Cricetulus griseus]
EHA99836.1	PHD finger protein 3 [Heterocephalus glaber]
EHH28043.1	hypothetical protein EGK_18379 [Macaca mulatta]
XP_030780904.1	polycystin-1 isoform X2 [Rhinopithecus roxellana]
AFW99607.1	translation elongation factor 1 alpha, partial [Trichoderma virens]
XP_010841067.1	PREDICTED: LOW QUALITY PROTEIN: tumor necrosis factor receptor superfamily member 16 [Bison bison bison]
XP_034813721.1	chordin isoform X1 [Pan paniscus]
XP_003463571.3	TRAF2 and NCK-interacting protein kinase isoform X3 [Cavia porcellus]
BAG57934.1	unnamed protein product [Homo sapiens]
AAG35513.1	PRO2411 [Homo sapiens]
6KID_A	Chain A, Leucine--tRNA ligase, cytoplasmic
MCC4741002.1	No_Species
XP_024103910.1	mediator of DNA damage checkpoint protein 1 isoform X1 [Pongo abelii]
KAI2574490.1	annexin A2, partial [Homo sapiens]
KAF9502889.1	hypothetical protein BS47DRAFT_1310553, partial [Hydnum rufescens UP504]
PNJ85651.1	SRRT isoform 6, partial [Pongo abelii]
XP_017807466.2	LOW QUALITY PROTEIN: zinc finger protein 69 [Papio anubis]
EAX08948.1	hCG2040701, partial [Homo sapiens]
XP_020483307.2	lactoylglutathione lyase-like [Labrus bergylta]
XP_008988373.1	55 kDa erythrocyte membrane protein isoform X1 [Callithrix jacchus]
PNI32043.1	RAB7A isoform 6, partial [Pan troglodytes]
KAI2550888.1	poly(A) binding protein cytoplasmic 1, partial [Homo sapiens]
KFO24251.1	Protein KIAA0317 [Fukomys damarensis]
XP_011711038.1	zinc finger protein 592 isoform X2 [Macaca nemestrina]
PZR19191.1	MAG: type I glyceraldehyde-3-phosphate dehydrogenase [Flavobacterium psychrophilum]
XP_045022128.1	basic proline-rich protein-like [Bubalus bubalis]
XP_037989945.1	afadin isoform X3 [Motacilla alba alba]
PNJ89805.1	TRIT1 isoform 12 [Pongo abelii]
XP_009074422.1	PREDICTED: cdc42 effector protein 2, partial [Acanthisitta chloris]
EAW76474.1	thyroid hormone receptor interactor 6, isoform CRA_d [Homo sapiens]
AAD33681.1	large T antigen, partial [Betapolyomavirus macacae]
PKU27454.1	voltage-dependent anion-selective channel protein hypothetical protein [Limosa lapponica baueri]
AAQ13606.1	MSTP084 [Homo sapiens]
XP_050659130.1	protein tyrosine phosphatase type IVA 1-like isoform X2 [Macaca thibetana thibetana]
PNJ61039.1	CENPK isoform 4, partial [Pongo abelii]
XP_011716540.1	SOSS complex subunit B2 isoform X2 [Macaca nemestrina]
TQN07619.1	polyphosphate kinase [Acidovorax temperans]
OCT79559.1	hypothetical protein XELAEV_18026367mg, partial [Xenopus laevis]
XP_011936657.1	PREDICTED: LOW QUALITY PROTEIN: protein GVQW1-like [Cercocebus atys]
XP_012871322.1	PREDICTED: splicing regulatory glutamine/lysine-rich protein 1 isoform X5 [Dipodomys ordii]
XP_023618189.1	protein FAM219A isoform X2 [Myotis lucifugus]
ERE67511.1	DNA ligase 3 isoform 2 [Cricetulus griseus]
XP_016810196.1	mediator of DNA damage checkpoint protein 1 isoform X2 [Pan troglodytes]
NP_690047.2	transmembrane protein 18 isoform 1 [Homo sapiens]
XP_023564583.1	phosphoglycerate mutase 1-like, partial [Octodon degus]
MCJ7730201.1	No_Species
XP_011820350.1	PREDICTED: out at first protein homolog [Mandrillus leucophaeus]
KYO39353.1	hypothetical protein Y1Q_0020177 [Alligator mississippiensis]
BAV89464.1	GTPase-activating protein and VPS9 domain-containing protein 1, partial [Procatopus similis]
XP_050652037.1	zinc finger protein 592 isoform X1 [Macaca thibetana thibetana]
XP_032003611.1	zinc finger protein 709-like [Hylobates moloch]
CDQ97617.1	unnamed protein product, partial [Oncorhynchus mykiss]
CAH1271114.1	Hypp4563 [Branchiostoma lanceolatum]
KAF6403875.1	PGAM family member 5, mitochondrial serine/threonine protein phosphatase [Molossus molossus]
PNJ11416.1	LOW QUALITY PROTEIN: SUMO3 isoform 5 [Pongo abelii]
XP_008250512.1	PREDICTED: ubiquitin carboxyl-terminal hydrolase 22 [Oryctolagus cuniculus]
XP_048221395.1	LOW QUALITY PROTEIN: soluble calcium-activated nucleotidase 1 [Perognathus longimembris pacificus]
PNJ42054.1	ZNF468 isoform 2 [Pongo abelii]
XP_027976353.1	L-lactate dehydrogenase A chain-like isoform X2 [Eumetopias jubatus]
XP_005566443.2	protein tyrosine phosphatase type IVA 1-like [Macaca fascicularis]
BAC56510.1	similar to elongation factor 1 gamma, partial [Bos taurus]
XP_037989944.1	afadin isoform X2 [Motacilla alba alba]
AAQ93371.1	unknown [Homo sapiens]
XP_024205920.1	refilin-B [Pan troglodytes]
XP_006733241.1	leucine--tRNA ligase, cytoplasmic [Leptonychotes weddellii]
NWU46656.1	No_Species
CAF4465476.1	unnamed protein product, partial [Rotaria magnacalcarata]
ABY68591.1	ribosomal protein L14-like protein, partial [Ovis aries]
WP_209428964.1	hypothetical protein, partial [Aeromonas sanarellii]
NP_001332879.1	E3 ubiquitin-protein ligase TRIM8 isoform 2 [Homo sapiens]
AAC50068.1	cytoplasmic chaperonin hTRiC5, partial [Homo sapiens]
EGV95927.1	Poliovirus receptor-related protein 3 [Cricetulus griseus]
PNI52421.1	TRIT1 isoform 1 [Pan troglodytes]
XP_016867425.1	membrane protein BRI3 isoform X4 [Homo sapiens]
VFV43916.1	ras-related protein rab-7a [Lynx pardinus]
XP_009680197.1	PREDICTED: phosphatidylinositol 5-phosphate 4-kinase type-2 gamma, partial [Struthio camelus australis]
NXS24575.1	No_Species
KAF2983420.1	hypothetical protein EK904_008693 [Melospiza melodia maxima]
WP_234603271.1	hypothetical protein, partial [Aeromonas allosaccharophila]
XP_036052520.1	soluble calcium-activated nucleotidase 1 [Onychomys torridus]
NXI26925.1	No_Species
XP_016808379.1	probable palmitoyltransferase ZDHHC11B isoform X1 [Pan troglodytes]
EGV98140.1	Interleukin enhancer-binding factor 2 [Cricetulus griseus]
OBS58227.1	hypothetical protein A6R68_10667 [Neotoma lepida]
XP_042635347.1	cleavage stimulation factor subunit 3-like isoform X2 [Catharus ustulatus]
KAG7247716.1	hypothetical protein CRUP_007060, partial [Coryphaenoides rupestris]
MBZ3877748.1	No_Species
XP_036777653.1	non-histone chromosomal protein HMG-14-like [Manis pentadactyla]
XP_012611774.1	T-complex protein 1 subunit eta isoform X1 [Microcebus murinus]
XP_038669112.1	CTD small phosphatase-like protein 2 isoform X2 [Scyliorhinus canicula]
AAZ80954.1	heat shock 90kDa protein 1, beta, partial [Macaca mulatta]
EAW74390.1	hCG2018834, isoform CRA_a [Homo sapiens]
AAC59341.1	small tumor anitgen t-ag [Betapolyomavirus macacae]
ANR94338.1	translation elongation factor 1-alpha, partial [Lasiodiplodia theobromae]
KAF5915130.1	hypothetical protein HPG69_011593 [Diceros bicornis minor]
XP_016040977.1	PREDICTED: DNA ligase 3 isoform X2 [Erinaceus europaeus]
KAF6458117.1	PHD finger protein 12 [Rousettus aegyptiacus]
3NEY_A	Chain A, kDa erythrocyte membrane protein
NP_057023.2	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 isoform 1 [Homo sapiens]
KAI2537647.1	centromere protein K, partial [Homo sapiens]
XP_037378636.1	L-lactate dehydrogenase A chain isoform X2 [Talpa occidentalis]
XP_012592312.1	chordin isoform X2 [Microcebus murinus]
BAC56430.1	similar to peroxiredoxin 1, partial [Bos taurus]
XP_007181395.1	serine/threonine-protein phosphatase PGAM5, mitochondrial, partial [Balaenoptera acutorostrata scammoni]
XP_011890220.1	PREDICTED: nucleolar and spindle-associated protein 1 isoform X4 [Cercocebus atys]
XP_024099592.1	ADP-ribosylation factor-like protein 6-interacting protein 6 isoform X1 [Pongo abelii]
XP_020037962.1	acidic leucine-rich nuclear phosphoprotein 32 family member E-like isoform X2 [Castor canadensis]
KAI2550910.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta, partial [Homo sapiens]
AAB00102.1	FK-506 binding protein homologue [Homo sapiens]
PHT24645.1	hypothetical protein CQW23_35664 [Capsicum baccatum]
AAD14300.1	14-3-3 protein/cytosolic phospholipase A2, partial [Homo sapiens]
EAX06716.1	leucine rich repeat containing 42, isoform CRA_b [Homo sapiens]
NP_001028678.1	cleavage stimulation factor subunit 3 isoform 3 [Homo sapiens]
PES72603.1	endonuclease, partial [Bacillus thuringiensis]
XP_012584043.1	PREDICTED: pyruvate kinase PKM isoform X3 [Condylura cristata]
XP_035957681.1	multifunctional protein ADE2 [Halichoerus grypus]
XP_005566443.1	PREDICTED: protein tyrosine phosphatase type IVA 1-like isoform X1 [Macaca fascicularis]
BAV89463.1	GTPase-activating protein and VPS9 domain-containing protein 1, partial [Poropanchax normani]
NWT88288.1	No_Species
XP_011803978.1	PREDICTED: LOW QUALITY PROTEIN: zinc finger protein ENSP00000375192-like, partial [Colobus angolensis palliatus]
MRB24663.1	No_Species
KAF7641903.1	hypothetical protein LDENG_00268670, partial [Lucifuga dentata]
WP_230299352.1	hypothetical protein [Actinomadura coerulea]
AAH08386.3	ZNF273 protein [Homo sapiens]
XP_040196838.1	kinesin heavy chain isoform X1 [Rana temporaria]
XP_045727393.1	leucine--tRNA ligase, cytoplasmic-like [Mirounga angustirostris]
XP_011907958.1	PREDICTED: transcription factor E2F1 isoform X2 [Cercocebus atys]
XP_023478973.1	myeloid leukemia factor 1 isoform X1 [Equus caballus]
ADE06369.1	D-E-A-D box polypeptide 3, partial [Microtus rossiaemeridionalis]
ACE88684.1	heat shock 70kDa protein 9B, partial [Aspidoscelis inornatus]
KAI1721441.1	ADP-ribosylation factor family domain-containing protein [Ditylenchus destructor]
ABV03888.1	ornithine decarboxylase antizyme 1, partial [Tragelaphus eurycerus]
XP_010162090.2	cyclin-C, partial [Antrostomus carolinensis]
WP_256768996.1	hypothetical protein, partial [Escherichia coli]
KAI2570270.1	heterogeneous nuclear ribonucleoprotein C, partial [Homo sapiens]
1JEG_A	Chain A, TYROSINE-PROTEIN KINASE CSK
MBE8388126.1	No_Species
KAF4071281.1	hypothetical protein AMELA_G00271480 [Ameiurus melas]
XP_047273444.1	centromere protein K isoform X12 [Homo sapiens]
TKC42777.1	hypothetical protein EI555_003846, partial [Monodon monoceros]
EIW51416.1	CHK1 checkpoint-like protein, partial [Trametes versicolor FP-101664 SS1]
1WXA_A	Chain A, Afadin
XP_035132683.1	heterogeneous nuclear ribonucleoprotein C-like [Callithrix jacchus]
XP_023498590.1	F-actin-monooxygenase MICAL3 isoform X1 [Equus caballus]
NWI00674.1	No_Species
XP_023478974.1	myeloid leukemia factor 1 isoform X2 [Equus caballus]
KIH42386.1	ADP-ribosylation factor family protein [Ancylostoma duodenale]
NWH69189.1	No_Species
KAE9522557.1	hypothetical protein AGLY_017045 [Aphis glycines]
NP_043128.1	small t antigen [Betapolyomavirus macacae]
CAJ43767.1	orphan nuclear receptor NR1D1, partial [Microtus arvalis]
XP_036884212.1	fragile X mental retardation syndrome-related protein 2 isoform X1 [Sturnira hondurensis]
XP_008569383.1	PREDICTED: LOW QUALITY PROTEIN: T-complex protein 1 subunit eta [Galeopterus variegatus]
AJD21429.1	translation elongation factor 1-alpha, partial [Asphondylia monacha]
KAG8132702.1	hypothetical protein E2320_010530, partial [Naja naja]
KAI2570846.1	sec1 family domain containing 1 [Homo sapiens]
XP_009509087.1	PREDICTED: cdc42 effector protein 2 [Phalacrocorax carbo]
XP_010186345.1	PREDICTED: putative heterogeneous nuclear ribonucleoprotein A1-like 3, partial [Mesitornis unicolor]
XP_008936124.1	PREDICTED: DNA topoisomerase 2-beta-like [Merops nubicus]
KAB0352091.1	hypothetical protein FD754_016948 [Muntiacus muntjak]
XP_001160626.1	myogenesis-regulating glycosidase [Pan troglodytes]
XP_021020308.1	LOW QUALITY PROTEIN: L-lactate dehydrogenase A chain-like [Mus caroli]
XP_011890219.1	PREDICTED: nucleolar and spindle-associated protein 1 isoform X3 [Cercocebus atys]
KAG8523596.1	E3 ubiquitin-protein ligase TRIM8 [Galemys pyrenaicus]
EPY83915.1	hypothetical protein CB1_000518001, partial [Camelus ferus]
XP_034803371.1	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 isoform X1 [Pan paniscus]
KAI2532178.1	myeloid leukemia factor 1 [Homo sapiens]
XP_008523032.1	PREDICTED: transmembrane and coiled-coil domain-containing protein 1-like [Equus przewalskii]
KAI2596059.1	ATP synthase peripheral stalk subunit OSCP [Homo sapiens]
AAX29813.1	THO complex 1, partial [synthetic construct]
WP_219824299.1	hypothetical protein, partial [Enterobacter cloacae complex sp. 743-2DZ2F-22B]
XP_005283515.1	PHD finger protein 12-like [Chrysemys picta bellii]
KAI2540125.1	nucleophosmin 1, partial [Homo sapiens]
WP_217694107.1	hypothetical protein, partial [Salmonella enterica]
KAI2575173.1	C-terminal Src kinase, partial [Homo sapiens]
XP_013000967.1	TRAF2 and NCK-interacting protein kinase isoform X4 [Cavia porcellus]
PIO24100.1	hypothetical protein AB205_0153310 [Aquarana catesbeiana]
NP_001243338.1	leucine-rich repeat-containing protein 42 [Homo sapiens]
XP_007963883.1	SOSS complex subunit B2 isoform X2 [Chlorocebus sabaeus]
WP_225393853.1	hypothetical protein, partial [Escherichia coli]
WP_242629119.1	hypothetical protein, partial [Klebsiella variicola]
ADZ25020.1	beta-actin, partial [Pantholops hodgsonii]
1GML_A	Chain A, T-COMPLEX PROTEIN 1 SUBUNIT GAMMA
EHH29508.1	hypothetical protein EGK_09958, partial [Macaca mulatta]
ABQ22904.1	E3 ubiquitin protein ligase RNF167 precursor-like protein, partial [Callithrix jacchus]
EAW95536.1	hCG1980041 [Homo sapiens]
KAF0871592.1	TNR16 factor, partial [Crocuta crocuta]
NWS04144.1	No_Species
XP_011522153.1	lethal(2) giant larvae protein homolog 1 isoform X3 [Homo sapiens]
KAF6289684.1	PHD finger protein 12 [Pipistrellus kuhlii]
AAH16379.1	RPL14 protein, partial [Homo sapiens]
EAX01761.1	hCG2045693 [Homo sapiens]
KAI2566620.1	kinesin family member 5A, partial [Homo sapiens]
KAG1443254.1	hypothetical protein G6F56_010742 [Rhizopus delemar]
KAE9522637.1	hypothetical protein AGLY_016972 [Aphis glycines]
AAF05822.1	ornithine decarboxylase antizyme, partial [Sus scrofa]
KAG7249198.1	hypothetical protein CRUP_034185, partial [Coryphaenoides rupestris]
PNI24833.1	SCLY isoform 11 [Pan troglodytes]
XP_038965059.1	cyclin-C isoform X4 [Rattus norvegicus]
WP_026714142.1	type I glyceraldehyde-3-phosphate dehydrogenase [Flavobacterium daejeonense]
XP_006859517.1	PREDICTED: 17-beta-hydroxysteroid dehydrogenase type 6 [Chrysochloris asiatica]
Q8WTZ4.2	PUTATIVE PSEUDOGENE: RecName: Full=Putative inactive carbonic anhydrase 5B-like protein; AltName: Full=CA-VB-like protein
DAA15244.1	TPA: hypothetical protein BOS_23187 [Bos taurus]
BAV57292.1	glyceraldehyde 3-phosphate dehydrogenase, partial [Alternaria tenuissima]
XP_047585682.1	leucine--tRNA ligase, cytoplasmic isoform X1 [Lutra lutra]
WP_114757230.1	type I glyceraldehyde-3-phosphate dehydrogenase [Flavobacterium sp. AG291]
XP_029401608.1	E3 ubiquitin-protein ligase RNF167 isoform X2 [Mus pahari]
AAD55990.1	large T antigen, partial [Betapolyomavirus macacae]
KAF8867522.1	hypothetical protein CPB85DRAFT_1264371 [Mucidula mucida]
GGQ48196.1	hypothetical protein GCM10010187_77120 [Actinomadura coerulea]
VTJ91538.1	Hypothetical predicted protein, partial [Marmota monax]
KAB1263410.1	Ataxin-2-like protein [Camelus dromedarius]
KAI2550909.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta, partial [Homo sapiens]
KAG8139196.1	hypothetical protein E2320_001968, partial [Naja naja]
NUN21823.1	No_Species
BAE28662.1	unnamed protein product, partial [Mus musculus]
2F2D_A	Chain A, kDa FK-506 binding protein homolog, FKBP38
XP_011936405.1	PREDICTED: uncharacterized protein LOC105595339 [Cercocebus atys]
EQS32246.1	hypothetical protein G807_04544, partial [Escherichia coli HVH 149 (4-4451880)]
XP_011711037.1	zinc finger protein 592 isoform X1 [Macaca nemestrina]
MXQ97256.1	No_Species
XP_047296887.1	SR-related and CTD-associated factor 4 isoform X4 [Homo sapiens]
NP_001012270.1	baculoviral IAP repeat-containing protein 5 isoform 2 [Homo sapiens]
XP_004025885.1	leucine-rich repeat-containing protein 42 [Gorilla gorilla gorilla]
NP_001135988.1	phosphoglycerate kinase 1 [Ovis aries]
KAF6467707.1	splicing factor 3b subunit 2 [Rousettus aegyptiacus]
XP_008563400.1	PREDICTED: vacuolar protein sorting-associated protein 29, partial [Galeopterus variegatus]
KAI2563261.1	out at first-like protein [Homo sapiens]
WP_152533915.1	hypothetical protein, partial [Pseudomonas syringae]
KAI2528985.1	ribosomal protein L14 [Homo sapiens]
KAF2985028.1	hypothetical protein EK904_012627, partial [Melospiza melodia maxima]
NWS07789.1	No_Species
TEA42300.1	hypothetical protein DBR06_SOUSAS1810066, partial [Sousa chinensis]
XP_004041023.1	jupiter microtubule associated homolog 1 isoform X3 [Gorilla gorilla gorilla]
KAF5911079.1	hypothetical protein HPG69_001044 [Diceros bicornis minor]
ABM88121.1	SRF, partial [Macaca nemestrina]
OBS77230.1	hypothetical protein A6R68_16337 [Neotoma lepida]
XP_011852868.1	PREDICTED: ornithine decarboxylase antizyme 1, partial [Mandrillus leucophaeus]
AFU61076.1	elongation factor 1 alpha, partial [Cantharellus aff. congolensis VH-2012]
XP_044540407.1	wiskott-Aldrich syndrome protein family member 1-like [Gracilinanus agilis]
PEX02338.1	hypothetical protein CN451_27330, partial [Priestia megaterium]
ELK01054.1	Protein KIAA0317 [Pteropus alecto]
NXS23766.1	No_Species
XP_036884213.1	fragile X mental retardation syndrome-related protein 2 isoform X2 [Sturnira hondurensis]
PNJ69670.1	DDX3X isoform 15, partial [Pongo abelii]
XP_024095177.1	non-histone chromosomal protein HMG-14 isoform X1 [Pongo abelii]
5MGX_E	Chain E, Peptidyl-prolyl cis-trans isomerase FKBP8
CAC36092.1	dJ639P13.2.2 (acidic calponin 3), partial [Homo sapiens]
XP_010079059.1	PREDICTED: heterogeneous nuclear ribonucleoproteins A2/B1-like, partial [Pterocles gutturalis]
XP_023602200.1	ataxin-2-like protein isoform X15 [Myotis lucifugus]
EHH59099.1	hypothetical protein EGM_09128 [Macaca fascicularis]
KAH0622451.1	hypothetical protein JD844_024777 [Phrynosoma platyrhinos]
TKC47394.1	hypothetical protein EI555_004445 [Monodon monoceros]
UUC09250.1	hypothetical protein KDGBBGBG_00406 (plasmid) [Klebsiella pneumoniae]
NWI68513.1	No_Species
PNI41055.1	CENPK isoform 4, partial [Pan troglodytes]
XP_034507126.1	polyadenylate-binding protein 1-B-like, partial [Ailuropoda melanoleuca]
KAB0382999.1	hypothetical protein FD755_004916 [Muntiacus reevesi]
KFP61403.1	hypothetical protein N322_12867, partial [Cariama cristata]
VTJ59799.1	Hypothetical predicted protein [Marmota monax]
XP_040858684.1	TRAF2 and NCK-interacting protein kinase isoform X1 [Ochotona curzoniae]
AAG27442.1	HSP22-like protein interacting protein 17 [Homo sapiens]
WP_229855912.1	hypothetical protein, partial [Streptosporangium violaceochromogenes]
AAH28416.1	ZFP28 protein [Homo sapiens]
BAC56423.1	similar to elongation factor-1-gamma, partial [Bos taurus]
NRJ27967.1	No_Species
BAL04457.1	hexosaminidase A, partial [Homo sapiens]
WP_256432404.1	hypothetical protein, partial [Vibrio parahaemolyticus]
EAW87820.1	SET translocation (myeloid leukemia-associated), isoform CRA_c [Homo sapiens]
EAW98899.1	hCG1783052 [Homo sapiens]
EAW85937.1	hCG2017223 [Homo sapiens]
XP_008953422.1	myogenesis-regulating glycosidase [Pan paniscus]
VFV38225.1	serine threonine-protein phosphatase [Lynx pardinus]
KAB0371898.1	hypothetical protein FD755_016836, partial [Muntiacus reevesi]
EAW69830.1	hCG42237 [Homo sapiens]
AAF81160.1	actin, partial [Stigmatoteuthis hoylei]
SCV72914.1	BQ2448_8152 [Microbotryum intermedium]
XP_018869507.1	THO complex subunit 1 isoform X2 [Gorilla gorilla gorilla]
EAW98896.1	carbonic anhydrase VB, mitochondrial, isoform CRA_b, partial [Homo sapiens]
XP_032347358.1	DNA ligase 3-like [Camelus ferus]
KAI2588084.1	protein tyrosine phosphatase receptor type S, partial [Homo sapiens]
2WV3_A	Chain A, NEUROPLASTIN
PNJ46715.1	LYPLA1 isoform 10, partial [Pongo abelii]
EDL31524.1	secretory carrier membrane protein 4, isoform CRA_a [Mus musculus]
TKC43854.1	hypothetical protein EI555_000241, partial [Monodon monoceros]
VCX40303.1	unnamed protein product, partial [Gulo gulo]
EPY82593.1	Tripartite motif protein 8-like protein [Camelus ferus]
XP_047273445.1	centromere protein K isoform X13 [Homo sapiens]
KAI2550567.1	oxidative stress induced growth inhibitor family member 2 [Homo sapiens]
MBW03145.1	No_Species
KAF6266954.1	hypothetical protein mPipKuh1_013410 [Pipistrellus kuhlii]
