qseqid,frequency
hypothetical protein BMR02_02000 [Methylococcaceae bacterium HT1],2
hypothetical protein E3AUHO_50550 [Klebsiella pneumoniae subsp. pneumoniae],4
"hypothetical protein AZZ80_000207, partial [Klebsiella pneumoniae]",2
"intracellular septation protein A, partial [Burkholderia sp. TJI49]",1
hypothetical protein CEW46_32875 [Bacillus cereus],3
"hypothetical protein BGZ57DRAFT_779439, partial [Hyaloscypha finlandica]",2
"hypothetical protein EGK_11851, partial [Macaca mulatta]",3
"hypothetical protein J997_3937, partial [Acinetobacter baumannii 16553_1]",1
hypothetical protein DW737_23550 [Escherichia coli],1
carcinoembryonic antigen-related cell adhesion molecule 19 isoform X6 [Pan troglodytes],1
"putative sulfate exporter family transporter, partial [Serratia marcescens]",1
"voltage-gated potassium channel protein, partial [Escherichia coli]",1
"hypothetical protein M433DRAFT_29086, partial [Acidomyces richmondensis BFW]",3
50S ribosomal protein L4 [Weissella cibaria],1
Phosphate-binding protein pstS precursor [Achromobacter xylosoxidans],1
"hypothetical protein EAI71_23565, partial [Escherichia coli]",1
hypothetical protein DBS1_150012 [Escherichia coli],2
hypothetical protein GCM10008024_41160 [Allgaiera indica],2
MAG: Uncharacterized protein CG439_2208 [Methylococcaceae bacterium NSP1-2],1
"putative cell wall-associated hydrolase, partial [Acinetobacter baumannii 24812_4]",1
Protein TAR1 [Capsicum baccatum],1
hypothetical protein RQ32_10720 [Acinetobacter baumannii],1
hypothetical protein IST4131_06854 [Burkholderia cenocepacia],1
"hypothetical protein T440DRAFT_411049, partial [Plenodomus tracheiphilus IPT5]",1
hypothetical protein [Bacillus thuringiensis],1
hypothetical protein [Mycolicibacterium phage J1],1
hypothetical protein G6F32_010774 [Rhizopus arrhizus],5
hypothetical protein EUBVEN_00516 [Eubacterium ventriosum ATCC 27560],1
"hypothetical protein BVG16_32145, partial [Paenibacillus selenitireducens]",1
unnamed protein product [Enterobius vermicularis],4
hypothetical protein ANACAC_03280 [Anaerostipes caccae L1-92],1
hypothetical protein EW35_3253 [Staphylococcus aureus],3
conserved hypothetical protein [Novosphingobium sp. PP1Y],4
hypothetical protein CTZ27_39065 [Streptomyces griseocarneus],2
"hypothetical protein Y001_00420, partial [Staphylococcus aureus MUF256]",1
Uncharacterised protein [Streptococcus pneumoniae],2
putative cell wall-associated hydrolase [Yersinia enterocolitica],3
hypothetical protein SKA34_01047 [Photobacterium sp. SKA34],1
hypothetical protein Lal_00013663 [Lupinus albus],1
hypothetical protein [Weissella cibaria],1
hypothetical protein Y601_3232 [Burkholderia pseudomallei MSHR640],2
uncharacterized protein LOC112206048 isoform X1 [Pan troglodytes],2
"hypothetical protein, partial [Pseudalkalibacillus hwajinpoensis]",1
zinc finger protein OZF-like [Cervus canadensis],2
conserved hypothetical protein [Methylococcus capsulatus str. Bath],1
"hypothetical protein KIW84_030563, partial [Pisum sativum]",1
Uncharacterized protein ORF91 [uncultured Desulfobacterium sp.],2
"glyceraldehyde-3-phosphate dehydrogenase, type I [Cedecea davisae DSM 4568]",1
hypothetical protein Lal_00046461 [Lupinus albus],4
hypothetical protein [Phaeodactylum tricornutum],2
hypothetical protein TcBrA4_0018640 [Trypanosoma cruzi],1
conserved hypothetical protein [Burkholderia multivorans ATCC 17616],1
Uncharacterised protein [Klebsiella michiganensis],1
hypothetical protein G961_04162 [Escherichia coli UMEA 3298-1],1
"hypothetical protein Lal_00009595, partial [Lupinus albus]",3
hypothetical protein F01_260258 [Burkholderia cenocepacia],2
hypothetical protein D0U03_19945 [Bacillus velezensis],1
unnamed protein product [Macaca fascicularis],1
hypothetical protein b0663 - Escherichia coli (strain K-12),1
hypothetical protein SLEP1_g59979 [Rubroshorea leprosula],2
hypothetical protein [uncultured beta proteobacterium HF0010_04H24],1
hypothetical protein Csp_D29630 [Curvibacter putative symbiont of Hydra magnipapillata],1
protein of unknown function (plasmid) [Azospirillum lipoferum 4B],1
hypothetical protein PROSTU_00110 [Providencia stuartii ATCC 25827],2
Putative uncharacterized protein {ECO:0000313|EMBL:CBX71821.1} [Pantoea ananatis],2
hypothetical protein CH309_21855 [Salmonella enterica subsp. enterica serovar Typhimurium],1
hypothetical protein mgI380 [Magnetospirillum gryphiswaldense MSR-1],1
hypothetical protein IHE45_20G012200 [Dioscorea alata],1
"alcohol dehydrogenase catalytic domain-containing protein, partial [Serratia marcescens]",1
"UDP-3-O-acyl-N-acetylglucosamine deacetylase, partial [Citrobacter braakii]",1
"hypothetical protein HKBW3S33_02446, partial [Candidatus Hakubella thermalkaliphila]",1
hypothetical protein BUFA31_28560 [Butyricicoccus faecihominis],1
hypothetical protein B972_03201 [Brucella abortus F10/05-11],1
MAG: hypothetical protein NPIRA03_41750 [Nitrospirales bacterium],1
hypothetical protein SLEP1_g41748 [Rubroshorea leprosula],1
conserved hypothetical protein [uncultured bacterium],1
"hypothetical protein DMP16_08785, partial [Sulfolobus sp. B1]",1
uncharacterized protein LOC111390994 [Olea europaea var. sylvestris],1
uncharacterized protein MELLADRAFT_94735 [Melampsora larici-populina 98AG31],1
"50S ribosomal protein L3, partial [Herbaspirillum sp. B501]",1
cystathionine beta-synthase isoform X1 [Homo sapiens],1
hypothetical protein CRYO30217_02502 [Parvicella tangerina],1
"hypothetical protein N431DRAFT_358619, partial [Stipitochalara longipes BDJ]",1
hypothetical protein LMG30113_03260 [Burkholderia paludis],1
hypothetical protein [uncultured Rhodospirillales bacterium HF4000_24M03],3
hypothetical protein MPLA_690004 [Mesorhizobium sp. ORS 3359],1
protein of unknown function (plasmid) [Azospirillum baldaniorum],2
hypothetical protein Lal_00005293 [Lupinus albus],1
"C2orf80 isoform 1, partial [Pan troglodytes]",1
"hypothetical protein COCSUDRAFT_83496, partial [Coccomyxa subellipsoidea C-169]",1
hypothetical protein ES319_D03G086800v1 [Gossypium barbadense],1
"hypothetical protein J528_3609, partial [Acinetobacter baumannii 135867]",2
ABC transporter ATP-binding protein [Phyllobacterium sp. OV277],1
hypothetical protein QV66_26725 [Klebsiella pneumoniae],1
hypothetical protein ALQ10_01367 [Pseudomonas savastanoi pv. glycinea],1
FAD-binding oxidoreductase [Phyllobacterium myrsinacearum],1
hypothetical protein BSF34_22675 [Escherichia coli],1
hypothetical protein SFK315_1368 [Shigella flexneri K-315],1
hypothetical protein DM75_499 [Burkholderia mallei],1
hypothetical protein MPL1032_150126 [Mesorhizobium plurifarium],1
hypothetical protein [Achromobacter sp. KAs 3-5],2
"MAG: ATP-dependent chaperone ClpB, partial [Mesorhizobium sp.]",1
hypothetical protein F01_140134 [Burkholderia cenocepacia],1
metalloregulator ArsR/SmtB family transcription factor [Phyllobacterium myrsinacearum],1
hypothetical protein Lal_00004260 [Lupinus albus],1
"MULTISPECIES: phosphonate ABC transporter, permease protein PhnE [unclassified Acidovorax]",1
protein of unknown function [Denitratisoma oestradiolicum],1
"putative senescence-associated protein, partial [Mytilus edulis]",1
"hypothetical protein AZZ89_001085, partial [Enterobacter hormaechei]",1
hypothetical protein IST495A_06013 [Burkholderia multivorans],2
hypothetical protein KY49_7051 [Burkholderia sp. MSHR3999],1
conserved hypothetical protein [Streptomyces filamentosus NRRL 15998],1
collagen alpha-1(I) chain-like [Homo sapiens],1
retrotransposon protein [Streptomyces viridosporus ATCC 14672],1
hypothetical protein AIN31_04705 [Salmonella enterica subsp. enterica serovar Newport],1
conserved hypothetical protein [uncultured marine bacterium Ant4D3],1
Uncharacterised protein [Klebsiella pneumoniae],1
hypothetical protein BN1183_CP_00500 [Pantoea ananatis],2
protein of unknown function [Stenotrophomonas maltophilia],1
"50S ribosomal protein L31, partial [Serratia marcescens]",1
"hCG1811792, isoform CRA_a [Homo sapiens]",1
neuroblastoma breakpoint family member 20 isoform X1 [Homo sapiens],1
hypothetical protein C4E49_00325 [Morganella morganii],1
MAG TPA: hypothetical protein [Caudoviricetes sp.],1
hypothetical protein B7R53_16175 [Serratia marcescens],1
putative tRNA-i(6)A37 thiotransferase enzyme MiaB [Bordetella pertussis H934],2
flagellin [Herbaspirillum rubrisubalbicans],1
"MAG: aminotransferase class V-fold PLP-dependent enzyme, partial [Gammaproteobacteria bacterium]",1
complement decay-accelerating factor isoform 6 precursor [Homo sapiens],1
hypothetical protein E2542_SST30141 [Spatholobus suberectus],1
"hypothetical protein FA14DRAFT_111099, partial [Meira miltonrushii]",1
"hypothetical protein, partial [Methylobacterium sp. Leaf93]",1
catalase/peroxidase HPI [Herbaspirillum sp. C9C3],1
hypothetical protein PD5205_00087 [Xanthomonas fragariae],1
Ylr154w-ep [Saccharomyces cerevisiae],1
TPA_exp: hypothetical protein [Serratia marcescens BIDMC 80],1
"hypothetical protein ALP70_02919, partial [Pseudomonas savastanoi]",1
receptor tyrosine-protein kinase erbB-2 isoform X4 [Macaca thibetana thibetana],1
"hypothetical protein SLIQ_24755, partial [Serratia liquefaciens FK01]",1
"hypothetical protein J572_4219, partial [Acinetobacter baumannii 1499986]",1
hypothetical protein BN2476_830084 [Paraburkholderia piptadeniae],1
"hypothetical protein, partial [Hafnia paralvei]",1
putative uncharacterized protein [Helicobacter felis ATCC 49179],1
hypothetical protein 3FN_20 [uncultured planctomycete 3FN],1
hypothetical protein MCC01946_17520 [Bifidobacteriaceae bacterium MCC01946],2
hypothetical protein cco111_04186 [Campylobacter coli 2680],1
hypothetical protein SEVCU122_2271 [Staphylococcus hominis VCU122],1
hypothetical protein LRN_0242 [Ligilactobacillus ruminis DPC 6832],1
"hypothetical protein, partial [Raoultella ornithinolytica]",1
conserved protein [Tepidicaulis marinus],1
hCG2045339 [Homo sapiens],1
hypothetical protein HPMG_01962 [Helicobacter pullorum MIT 98-5489],1
hypothetical protein NT26_3368 [Pseudorhizobium banfieldiae],2
PREDICTED: uncharacterized protein LOC105592870 [Cercocebus atys],1
"FAD-dependent oxidoreductase, partial [Pseudomonas aeruginosa]",1
CvpA family protein [Burkholderia metallica],1
hypothetical protein Lal_00046536 [Lupinus albus],1
hypothetical protein MESS2_1220029 [Mesorhizobium metallidurans STM 2683],1
hypothetical protein B0W01_11270 [Serratia marcescens],3
hypothetical protein HX13_22900 [Chryseobacterium sp. P1-3],1
hypothetical protein B6254_0797 [Weissella cibaria],1
"bax epsilon, partial [Homo sapiens]",1
"conserved hypothetical protein, partial [Perkinsus marinus ATCC 50983]",1
"hypothetical protein, partial [uncultured alpha proteobacterium HF0070_14E07]",2
hypothetical protein B7R53_16170 [Serratia marcescens],1
hypothetical protein B566_EDAN018858 [Ephemera danica],1
hypothetical protein GCM10007392_49170 [Saccharospirillum salsuginis],1
"ZNF100 isoform 2, partial [Pan troglodytes]",1
hypothetical protein [Flavobacterium sp. ZT3R18],1
"C12orf45 isoform 3, partial [Pan troglodytes]",1
hypothetical protein BN2497_6905 [Janthinobacterium sp. CG23_2],1
F0F1 ATP synthase subunit alpha [Weissella cibaria],1
LLM class flavin-dependent oxidoreductase [Phyllobacterium calauticae],1
hypothetical protein Csp_D29880 [Curvibacter putative symbiont of Hydra magnipapillata],1
hypothetical protein ME782_19150 [Lactobacillus delbrueckii],1
hypothetical protein DSM25559_2602 [Agrobacterium rosae],1
hypothetical protein VAA_04278 [Vibrio anguillarum 775],1
hypothetical protein [uncultured Rhizobiales bacterium HF4000_32B18],1
hypothetical protein G6F31_013168 [Rhizopus arrhizus],2
"hypothetical protein HMPREF1221_00764, partial [Treponema socranskii subsp. paredis ATCC 35535]",1
hypothetical protein CBB_A0129 [Clostridium botulinum Bf],1
hypothetical protein GCM10011331_26630 [Flavimobilis marinus],1
hypothetical protein GCM10007147_45940 [Nocardiopsis kunsanensis],1
type II toxin-antitoxin system RelE/ParE family toxin [Phyllobacterium calauticae],1
hypothetical protein KIW84_071130 [Pisum sativum],1
hypothetical protein ACTODO_00001 [Schaalia odontolytica ATCC 17982],2
"hypothetical protein C0J08_21435, partial [Marinomonas sp. CT5]",2
hypothetical protein U2A4042190011 [Corynebacterium striatum],1
"hypothetical protein AZZ92_004418, partial [Escherichia coli]",1
"MAG: hypothetical protein FD160_3473, partial [Caulobacteraceae bacterium]",1
hypothetical protein CTI12_AA254690 [Artemisia annua],1
hypothetical protein cco37_09003 [Campylobacter coli 1417],1
uncharacterized protein PY1_contig-28-1 [Novosphingobium sp. PY1],1
hypothetical protein [Serratia marcescens],1
"acyl-CoA dehydrogenase, N-terminal domain protein [Acinetobacter baumannii 1284800]",1
hypothetical protein Lal_00001509 [Lupinus albus],1
hypothetical protein KL86PLE_100410 [uncultured Pleomorphomonas sp.],1
hypothetical protein B11C_40485 [Bartonella schoenbuchensis R1],1
MULTISPECIES: 50S ribosomal protein L7/L12 [Corynebacterium],1
Uncharacterised protein [Mycobacterium tuberculosis],1
uncharacterized protein BN746_00004 [Erysipelotrichaceae bacterium CAG:64],1
"hypothetical protein SM55_04735, partial [Klebsiella pneumoniae]",2
hypothetical protein FRACYDRAFT_202757 [Fragilariopsis cylindrus CCMP1102],1
hypothetical protein CNR30_04100 [Levilactobacillus brevis],2
Repeat of uncharacterised function (DUF1220) [Chlamydia trachomatis],1
hypothetical protein Lal_00043552 [Lupinus albus],1
"hypothetical protein AZZ62_001827, partial [Klebsiella variicola]",1
"hypothetical protein PROVRETT_08535, partial [Providencia rettgeri DSM 1131]",1
hCG1739396 [Homo sapiens],1
hypothetical protein JL09_g4372 [Pichia kudriavzevii],1
"hypothetical protein, partial [Coprococcus eutactus]",1
NmrA family NAD(P)-binding protein [Burkholderia contaminans],1
"MAG: hypothetical protein EOP34_07640, partial [Rickettsiales bacterium]",1
Conserved protein [Lacticaseibacillus rhamnosus GG],1
"hypothetical protein A5871_002899, partial [Enterococcus sp. 2F9_DIV0599]",3
"formaldehyde activating enzyme, partial [uncultured Gammaproteobacteria bacterium]",1
"30S ribosomal protein S3, partial [Enterobacter hormaechei]",1
"hypothetical protein DIE20_05630, partial [Burkholderia sp. Bp9131]",1
hypothetical protein BGLA2_420013 [Burkholderia gladioli],1
"MAG: DNA primase, partial [Sphingomonas sp.]",1
hypothetical protein CORTU0001_2257 [Corynebacterium tuberculostearicum SK141],1
"hypothetical protein GBB87_10690, partial [Bifidobacterium longum]",1
MULTISPECIES: Hsp20/alpha crystallin family protein [Burkholderia],1
5-formyltetrahydrofolate cyclo-ligase [Lonsdalea quercina],1
"hypothetical protein HMPREF0556_11507, partial [Listeria grayi DSM 20601]",1
"hypothetical protein RHOBADRAFT_19520, partial [Rhodotorula graminis WP1]",1
hypothetical protein B0W47_08600 [Komagataeibacter nataicola],1
"hypothetical protein BVRB_021380, partial [Beta vulgaris subsp. vulgaris]",1
hypothetical protein [Sulfurimicrobium lacus],1
hypothetical protein FXW26_05270 [Candidatus Liberibacter asiaticus],1
hypothetical protein [Serratia surfactantfaciens],1
hypothetical protein YERSI8AC_230039 [Enterobacterales bacterium 8AC],1
hypothetical protein MTR_3g028290 [Medicago truncatula],1
hypothetical protein LGAA44_280049 [Leuconostoc gasicomitatum],1
Uncharacterised protein [Vibrio cholerae],1
conserved hypothetical protein [Crenothrix polyspora],1
unknown [Lotus japonicus],2
5-aminolevulinate synthase [Phyllobacterium calauticae],1
"putative senescence-associated protein, partial [Cupressus sempervirens]",1
hypothetical protein ALQ76_200007 [Pseudomonas syringae pv. atrofaciens],1
phenylalanine--tRNA ligase subunit alpha [Zoogloea sp. 1C4],1
Ig domain-containing protein [Salmonella enterica subsp. enterica serovar Typhi],2
"hepatoma-derived growth factor-related protein 2 isoform 1 variant, partial [Homo sapiens]",1
hypothetical protein [Bacillus sp. VT-16-64],1
MULTISPECIES: iron-sulfur cluster insertion protein ErpA [Burkholderia],1
"hypothetical protein CK812_11680, partial [Brucella abortus]",1
beta-lactamase TEM-1 variant [synthetic construct],1
methionine synthase [Planococcus wigleyi],1
hypothetical protein QA23_3125 [Saccharomyces cerevisiae Lalvin QA23],1
hypothetical protein GCM10010187_77250 [Actinomadura coerulea],1
hypothetical protein [Xenorhabdus kozodoii],1
ABC transporter ATP-binding protein [Phyllobacterium calauticae],1
conserved protein of unknown function [Shewanella benthica],1
DNA-directed RNA polymerase subunit beta' [Methylobacterium sp. B4],1
conserved protein of unknown function (plasmid) [Azospirillum lipoferum 4B],2
hypothetical protein FQA39_LY18817 [Lamprigera yunnana],1
LLM class flavin-dependent oxidoreductase [Phyllobacterium sp. 628],1
hypothetical protein CRX72_06425 [Pantoea sp. BRM17],1
unnamed protein product [Toxocara canis],1
"predicted protein, partial [Staphylococcus aureus A8819]",1
"periplasmic mercuric ion binding protein, partial (plasmid) [Acinetobacter calcoaceticus]",1
hypothetical protein BN1182_BQ_01850 [Pantoea ananatis],1
hypothetical protein HMPREF0305_11076 [Corynebacterium pseudogenitalium ATCC 33035],2
hypothetical protein L208DRAFT_1233956 [Tricholoma matsutake 945],1
protein of unknown function [Escherichia coli],3
"hypothetical protein F979_00530, partial [Acinetobacter baumannii NIPH 146]",1
hypothetical protein STEHIDRAFT_135911 [Stereum hirsutum FP-91666 SS1],1
hypothetical protein ES332_1Z024400v1 [Gossypium tomentosum],1
hypothetical protein HMPREF9589_01467 [Cutibacterium acnes HL059PA1],1
UPF0764 protein C16orf89 [Trichinella sp. T6],1
"hypothetical protein J785_3641, partial [Acinetobacter baumannii 44895_2]",1
hypothetical protein CQA4T8M7_41620 [Sphaerotilus natans],1
"hypothetical protein SOVF_205380, partial [Spinacia oleracea]",1
"hypothetical protein AZZ74_003700, partial [Klebsiella pneumoniae]",1
MAG: hypothetical protein NPIRA03_41930 [Nitrospirales bacterium],2
hypothetical protein [uncultured Pseudomonadales bacterium HF0010_05E14],1
hypothetical protein ECDEC4F_5658 [Escherichia coli DEC4F],1
arginine/ornithine succinyltransferase subunit alpha [Burkholderia lata],1
hypothetical protein RHECNPAF_332002 [Rhizobium etli CNPAF512],1
"hCG2042782, partial [Homo sapiens]",1
hypothetical protein T459_35112 [Capsicum annuum],1
hypothetical protein H376_690 [Rickettsia prowazekii str. GvF12],1
hypothetical protein Lal_00014498 [Lupinus albus],2
hypothetical protein EMGBS11_03980 [Actinomycetota bacterium],1
hypothetical protein BCEP4_2040020 [Burkholderia cepacia],1
hypothetical protein TREES_T100019494 [Tupaia chinensis],1
"ATP-dependent Clp protease ATP-binding subunit ClpC, partial [Spongiactinospora gelatinilytica]",1
"hypothetical protein SMU86_10552, partial [Streptococcus mutans U2A]",1
"Chain A, Uncharacterized protein",1
"MAG: hypothetical protein Q609_ECAC02015G0001, partial [Escherichia coli DORA_A_5_14_21]",1
hypothetical protein [Bacillus subtilis],1
hypothetical protein GQ600_25423 [Phytophthora cactorum],1
"protein-tyrosine-phosphatase, partial [Mycobacterium arosiense ATCC BAA-1401 = DSM 45069]",1
Uncharacterized protein BN1224_Wien1_A_09130 [Chlamydia pneumoniae],1
oxygen-independent coproporphyrinogen III oxidase [Herbaspirillum huttiense],1
"hypothetical protein KP509_17G016100, partial [Ceratopteris richardii]",1
hydantoinase/oxoprolinase family protein [Quatrionicoccus australiensis],1
protein of unknown function (plasmid) [Cupriavidus taiwanensis],1
peptidylprolyl isomerase -like 3 isoform 2 [Homo sapiens],1
"transcription termination/antitermination protein NusA, partial [Chryseobacterium sp. HMWF028]",1
hypothetical protein Syncc8109_0530 [Synechococcus sp. WH 8109],1
hypothetical protein [Thermotoga sp. TBYP3.1.4.1],1
"ATP-dependent Clp protease, ATP-binding subunit clpA, partial [Burkholderia sp. TJI49]",1
hypothetical protein BN9982_2680002 [Mycobacterium tuberculosis],1
hypothetical protein VARIO8X_60339 [Burkholderiales bacterium 8X],1
"hypothetical protein HMPREF9553_00243, partial [Escherichia coli MS 200-1]",1
"hypothetical protein, partial [Burkholderia stabilis]",1
"hypothetical protein DRJ83_14975, partial [Enterococcus faecalis]",2
"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Peponium vogelii]",1
"hypothetical protein EGM_06145, partial [Macaca fascicularis]",1
"protein of unknown function, partial [Ralstonia solanacearum]",1
unnamed protein product [Klebsiella pneumoniae],1
"hypothetical protein AB42_5662, partial [Escherichia coli 1-392-07_S1_C2]",1
"hypothetical protein Lal_00004263, partial [Lupinus albus]",1
hypothetical protein RUMOBE_04218 [Blautia obeum ATCC 29174],1
MAG: hypothetical protein DRH29_01655 [candidate division Kazan bacterium],1
"hypothetical protein BVRB_039480, partial [Beta vulgaris subsp. vulgaris]",1
"hypothetical protein HMPREF9591_00001, partial [Cutibacterium acnes HL086PA1]",1
hypothetical protein Lal_00013820 [Lupinus albus],1
hypothetical protein KP79_PYT02793 [Mizuhopecten yessoensis],1
Met4p [Saccharomyces cerevisiae YJM195],1
hypothetical protein BN1182_AM_00790 [Pantoea ananatis],1
"LOW QUALITY PROTEIN: hypothetical protein HMPREF0996_01738, partial [Lachnospiraceae bacterium 5_1_63FAA]",1
hypothetical protein AGR4B_Lc60136 [Agrobacterium tumefaciens str. CFBP 5621],1
"hypothetical protein J456_4030, partial [Acinetobacter baumannii 959073]",2
hypothetical protein NH00_17935 [Enterobacter cancerogenus],1
"hypothetical protein ALP74_02067, partial [Pseudomonas coronafaciens pv. garcae]",1
MULTISPECIES: hypothetical protein [Bacillota],2
putative uncharacterized protein [Sutterella sp. CAG:521],1
hypothetical protein Lal_00001025 [Lupinus albus],1
uncharacterized protein KNN_06094 [Bacillus thuringiensis serovar tolworthi],1
hypothetical protein EW35_3255 [Staphylococcus aureus],2
hypothetical protein G7K_1411-t1 [Saitoella complicata NRRL Y-17804],2
hypothetical protein VITFI_CDS0589 [Vitreoscilla filiformis],2
Uncharacterised protein [Odoribacter splanchnicus],1
conserved domain protein [Acinetobacter baumannii 6013113],1
hCG2003656 [Homo sapiens],1
"TRIM56 isoform 2, partial [Pan troglodytes]",1
transmembrane protein 104 [Homo sapiens],1
hypothetical protein DPQ31_29160 [Bacillus sp. COPE52],1
putative cell wall-associated hydrolase [Acinetobacter baumannii 1428368],1
"cation transporter, partial [Pseudomonas aeruginosa]",1
hypothetical protein JGUZn3_17650 [Entomobacter blattae],1
hypothetical protein [Pongo abelii],1
hypothetical protein HMPREF9574_00607 [Cutibacterium acnes HL074PA1],1
hypothetical protein FGO68_gene4564 [Halteria grandinella],1
hypothetical protein DPR00_37005 [Burkholderia pseudomallei],1
hypothetical protein BN871_AB_00790 [Paenibacillus sp. P22],1
hypothetical protein LPPLD21_03393 [Lactiplantibacillus paraplantarum],1
"hypothetical protein B296_00033040, partial [Ensete ventricosum]",1
hypothetical protein SP28804_A0056 [Streptococcus pneumoniae CDC0288-04],1
hypothetical protein LEMA_P113090.1 [Plenodomus lingam JN3],1
hypothetical protein DF22_002913 [Xylella fastidiosa],1
"hypothetical protein HMPREF0526_10716, partial [Lactobacillus jensenii JV-V16]",1
conserved hypothetical protein [Rickettsia typhi str. Wilmington],1
hypothetical protein CTZ27_38880 [Streptomyces griseocarneus],1
hypothetical protein ES288_A13G106400v1 [Gossypium darwinii],1
hypothetical protein FC26_GL000967 [Paucilactobacillus vaccinostercus DSM 20634],1
hypothetical protein FH972_027203 [Carpinus fangiana],1
RNA polymerase sigma factor RpoH [Phyllobacterium calauticae],1
hypothetical protein ALP51_01674 [Pseudomonas savastanoi],1
hypothetical protein FVB9288_00314 [Flavobacterium sp. CECT 9288],1
hypothetical protein HQ81_0272 [Dickeya phage phiDP23.1],1
cell wall-associated hydrolase [uncultured bacterium 5G4],1
hypothetical protein B566_EDAN019388 [Ephemera danica],1
"hypothetical protein OGAPODRAFT_52648, partial [Ogataea polymorpha]",1
hypothetical protein GA0061098_10571 [Bradyrhizobium shewense],1
esterase-like activity of phytase family protein [Fuscibacter oryzae],1
hypothetical protein RP007_05873 [Rhizobium sp. P007],1
hypothetical protein ESA_00050 [Cronobacter sakazakii ATCC BAA-894],1
conserved hypothetical protein [Streptomyces sp. SPB074],1
"hypothetical protein BVRB_040130, partial [Beta vulgaris subsp. vulgaris]",1
hypothetical protein H845_2894 [Komagataeibacter xylinus E25],1
hypothetical protein FNP_0150 [Fusobacterium polymorphum ATCC 10953],1
"LOW QUALITY PROTEIN: uncharacterized protein LOC110824615, partial [Carica papaya]",1
hypothetical protein FQA39_LY19263 [Lamprigera yunnana],1
"hypothetical protein, partial [Klebsiella pneumoniae]",1
"hypothetical protein SMU60_10043, partial [Streptococcus mutans U138]",1
inactive Rho GTPase-activating protein 11B [Homo sapiens],1
"hypothetical protein TWF703_006543, partial [Orbilia oligospora]",2
"hypothetical protein, partial [Chryseobacterium lactis]",1
tyrosine-type recombinase/integrase [Zoogloea sp. 1C4],1
"hypothetical protein F911_00700, partial [Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841]",1
"hypothetical protein EGM_09292, partial [Macaca fascicularis]",1
hypothetical protein 5G12_012 [uncultured bacterium 5G12],1
hypothetical protein GH714_043045 [Hevea brasiliensis],1
hypothetical protein CUU03_04715 [Klebsiella pneumoniae],1
Uncharacterised protein [Coprococcus eutactus],1
hypothetical protein COI_0097 [Mannheimia haemolytica serotype A2 str. OVINE],2
"hypothetical protein Tdes44962_MAKER10356, partial [Teratosphaeria destructans]",1
putative lipoprotein [Clostridium botulinum C str. Eklund],1
NADH-ubiquinone oxidoreductase-F iron-sulfur binding region domain-containing protein [Oharaeibacter diazotrophicus],1
hypothetical protein SAHC556_03075 [Staphylococcus aureus],1
conserved hypothetical protein [Escherichia coli APEC O1],1
"E1A, partial [Human mastadenovirus C]",1
"hypothetical protein, partial [Rhizobium sp. ASV8]",1
"Hxt6p, partial [Saccharomyces cerevisiae YJM1336]",1
"hypothetical protein AZ041_004007, partial [Escherichia coli]",2
"hypothetical protein ASPCADRAFT_60867, partial [Aspergillus carbonarius ITEM 5010]",1
hypothetical protein ALP04_102182 [Pseudomonas amygdali pv. sesami],1
hypothetical protein J19TS1_53800 [Heyndrickxia oleronia],1
hypothetical protein GCM10010984_30960 [Chishuiella changwenlii],1
"Amidophosphoribosyltransferase, partial [Aureobasidium melanogenum]",1
hypothetical protein [Leptospira interrogans],1
"unknown protein 7, partial [Brassica juncea]",1
"hypothetical protein PICMEDRAFT_126071, partial [Pichia membranifaciens NRRL Y-2026]",1
degenerate transposase [Streptococcus pneumoniae],1
GekBS107P [Gekko japonicus],1
DUF1840 domain-containing protein [Acidovorax temperans],1
hypothetical protein Lal_00013845 [Lupinus albus],1
conserved hypothetical protein [Pseudorhizobium banfieldiae],1
hypothetical protein CO650_31915 [Rhizobium phaseoli],1
retron-type RNA-directed DNA polymerase [uncultured bacterium],2
"hypothetical protein HMPREF9565_01484, partial [Cutibacterium acnes HL053PA2]",1
hypothetical protein IV69_GL001147 [Weissella confusa],1
MAG: hypothetical protein SCABRO_03720 [Candidatus Scalindua brodae],1
Tim44/TimA family putative adaptor protein [Phyllobacterium sp. KW56],1
"hypothetical protein, partial [Pseudomonas viridiflava]",1
"mediator complex subunit 17, partial [Homo sapiens]",1
"hypothetical protein U991_01373, partial [Staphylococcus aureus 1111100370]",1
hypothetical protein Lal_00011149 [Lupinus albus],1
"hypothetical protein, partial [Mesorhizobium sp. M4B.F.Ca.ET.211.01.1.1]",1
unnamed protein product [Spirodela intermedia],1
"hypothetical protein TH5_25640, partial [Thalassospira xianhensis MCCC 1A02616]",1
"hypothetical protein W610_02615, partial [Staphylococcus aureus VET0363R]",1
hypothetical protein DORLON_02990 [Dorea longicatena DSM 13814],1
hypothetical protein CONCODRAFT_43983 [Conidiobolus coronatus NRRL 28638],1
"MAG: dimethylglycine dehydrogenase, partial [Agrobacterium fabrum]",1
hypothetical protein XNC3_150005 [Xenorhabdus nematophila F1],1
"putative senescence-associated protein, partial [Trichosanthes dioica]",1
hypothetical protein EW35_3221 [Staphylococcus aureus],1
"MAG: hypothetical protein CFH02_01001, partial [Alphaproteobacteria bacterium MarineAlpha3_Bin1]",1
